content,date,like,place,tags
"""Рассвет""Не спит допоздна. Не высказывает свои глубокие мысли, никому, кроме любимого человека. Тихая, но её присутствие согревает. Исчезает, чтобы восстановить силы. Любит любовные письма и утра.#제주스냅 #제주도 #제주 #제주도스냅 #육아 #소통 #제주도사진 #제주도스타그램 #커플스냅 #데이트스냅 #l4l #가족사진 #만삭사진 #수국 #제주도스냅사진 #제주여행 #제주도가족스냅 #제주도여행 #맘스타그램 #제주도가족펜션 #제주가족펜션 #제주가족스냅 #제주스타그램 #sonya9 #sel2470gm #street #엄마와딸 #모녀 #모녀여행",2019-01-01,55,,"['#제주스냅', '#제주도', '#제주', '#제주도스냅', '#육아', '#소통', '#제주도사진', '#제주도스타그램', '#커플스냅', '#데이트스냅', '#l4l', '#가족사진', '#만삭사진', '#수국', '#제주도스냅사진', '#제주여행', '#제주도가족스냅', '#제주도여행', '#맘스타그램', '#제주도가족펜션', '#제주가족펜션', '#제주가족스냅', '#제주스타그램', '#sonya9', '#sel2470gm', '#street', '#엄마와딸', '#모녀', '#모녀여행']"
?????? ??????#회 #회파티 #순삭아들입은 청소기??????#제주도 #올래시장 #부채새우 #천왕돔 #특방어 #방어머리구이 #제주횟집 #먹방 #존맛탱 #jmt #제주여행 #가족여행 #제주지인 #도민체험중 ?? #여행 #travel #딸 #아들 #새해 #2019,2019-01-01,25,서귀포 매일올레시장,"['#회', '#회파티', '#순삭아들입은', '#제주도', '#올래시장', '#부채새우', '#천왕돔', '#특방어', '#방어머리구이', '#제주횟집', '#먹방', '#존맛탱', '#jmt', '#제주여행', '#가족여행', '#제주지인', '#도민체험중', '#여행', '#travel', '#딸', '#아들', '#새해', '#2019']"
"▲ 좋은 사이트 알려드려요 ▲-ㆁ 믿고(5년차 메이져 안전공원)ㆁ 듣고(다자바,다음드등 검증완료)ㆁ 맛보고(니가 쩐의맛을 알아?)-△안전과 보안이 준비된 곳에서 배팅하세요!△-#프로토 #라이브스코어 #네임드 #다리다리 #반가워 #인생샷 #가을 #라떼#메이저 #파워볼 #꽁머니사이트 #슬롯머신 #아이폰 #오피스걸 #자동차 #제주여행",2019-01-01,5,,"['#프로토', '#라이브스코어', '#네임드', '#다리다리', '#반가워', '#인생샷', '#가을', '#라떼', '#메이저', '#파워볼', '#꽁머니사이트', '#슬롯머신', '#아이폰', '#오피스걸', '#자동차', '#제주여행']"
첫날부터 빠이팅 넘치게 날아오릅니다..?!,2019-01-01,46,,[]
어제 오늘.엄마랑 둘이 배불러 죽겠다고ㅎ회는 더 안먹고 싶고 귤도 아 .. 쫌 마니 먹은것 같은데 ㅠㅠ 더본호텔 조식덕에 오늘 점심을 패스했다 아직 시장투어랑 흑돼지를 못먹었다 배부른만큼 마음의 평화가 찾아온것 같아서 앞으로도 배고프지 않아야 할것같다 배고플땐 너무 예민해 새해에는 더 전투적으로 살아야지??..#잘가라18년아 #2019 #happynewyear #새해 #첫날 #1월1일 #제주도 #제주도맛집 #제주도여행 #제주 #제주여행 #회 #쌍둥이횟집 #해산물 #떡국 #한살더먹음 #귤 #갈치구이 #빽다방 #커피 #맛집 #여행 #맛스타그램 #먹스타그램 #여행스타그램 #일상 #데일리 #일상스타그램 #데일리그램 #오늘,2019-01-01,85,,"['#잘가라18년아', '#2019', '#happynewyear', '#새해', '#첫날', '#1월1일', '#제주도', '#제주도맛집', '#제주도여행', '#제주', '#제주여행', '#회', '#쌍둥이횟집', '#해산물', '#떡국', '#한살더먹음', '#귤', '#갈치구이', '#빽다방', '#커피', '#맛집', '#여행', '#맛스타그램', '#먹스타그램', '#여행스타그램', '#일상', '#데일리', '#일상스타그램', '#데일리그램', '#오늘']"
제주 동백꽃?? 안 추운척 하기?? 빨강빨강??부농부농?? 패딩 집어 던지기키티는 사랑입니다..?? #제주여행 #겨울제주 #동백꽃 #위미리동백군락지#아날로그귤밭 #귤따기체험??#헬로키티 #부농키티 #여자넷 #셀스타그램#안추운척 #콧물질질 #키티는사랑 #선팔 #맞팔#소통 #좋아요 #하트꾹??,2019-01-01,39,Jeju,"['#제주여행', '#겨울제주', '#동백꽃', '#위미리동백군락지', '#아날로그귤밭', '#귤따기체험??', '#헬로키티', '#부농키티', '#여자넷', '#셀스타그램', '#안추운척', '#콧물질질', '#키티는사랑', '#선팔', '#맞팔', '#소통', '#좋아요', '#하트꾹??']"
"노을이 지는 아름다운곳에서 맛있는 음식과 술이 준비되어 있는 하이바다.하이핫도그 (어니언,갈릭,쉬림프)와 시원한 맥주그리고 아름다운 노을은 오직 이곳에서만!..Open 09:00 close 01:00Last order 24:00 연중무휴..제주 제주시 애월읍 애월북서길 54..#제주 #제주도 #제주맛집 #애월맛집 #애월술집#중문맛집 #한림맛집 #한담맛집 #제주시맛집#중문밥집 #한림밥집 #제주밥집 #애월밥집#제주술집 #한림술집 #한담술집 #중문술집#애월핫플 #한림핫플 #제주핫플 #중문핫플#제주핫플레이스 #제주도민맛집 #제주횟집#애월횟집 #제주가볼만한곳 #제주여행 #제주도여행",2019-01-01,314,,"['#제주', '#제주도', '#제주맛집', '#애월맛집', '#애월술집', '#중문맛집', '#한림맛집', '#한담맛집', '#제주시맛집', '#중문밥집', '#한림밥집', '#제주밥집', '#애월밥집', '#제주술집', '#한림술집', '#한담술집', '#중문술집', '#애월핫플', '#한림핫플', '#제주핫플', '#중문핫플', '#제주핫플레이스', '#제주도민맛집', '#제주횟집', '#애월횟집', '#제주가볼만한곳', '#제주여행', '#제주도여행']"
요즘 핫하다는 빛의벙커아침일찍 첫관람신기하고 아름답다화려한 빛과 웅장한 음악으로 1시간이 순삭빈에서 본 클림트 전시랑 또다른 느낌#제주핫플레이스#빛의벙커#제주여행#구스타프클림트#에곤쉴레#훈데르트바서#신기한곳#미디어전시회,2019-01-01,12,제주커피박물관 Baum,"['#제주핫플레이스', '#빛의벙커', '#제주여행', '#구스타프클림트', '#에곤쉴레', '#훈데르트바서', '#신기한곳', '#미디어전시회']"
.어제 숙소 이중 예약돼서 양보하고이상한 곳에서 자서 너무 속상했는데오늘 그 마음이 다 씻겨내려간듯 ??,2019-01-01,38,함덕 Fishya,[]
.2019. 01. 01놀러와서 첨으로 제주도가 해를 보여줬다??강풍에 날라갈듯??,2019-01-01,61,표선 해비치해수욕장,[]
N?ng l?nh??,2019-01-01,71,,[]
12월31일(월)저녁식사2018년도 벌써 마지막날이네요??다사다난한 한해였지만 게으른날이 여러분들을 만나기 시작한뜻깊은 해이기도 해요??항상 처음 초심 잃지않고 여러분의게으른날을 책임질수있게 더욱 노력하겠습니다여러분 새해 건강하시고복많이 받으세요???♂?,2018-12-31,65,게으른날,[]
7살 시윤이??#injeju,2019-01-01,37,,['#injeju']
"탐라반상의 요리는제주의 자연으로부터 나옵니다..현실은 점점 식당이모가 되어가고 있지만어쩜 리나에게 훨씬 더 잘어울릴 그런,,,그곳을 만나다#시루애월#2호점#소길점@siru.aewol소품,, 가구,, 음악,, 커피,, 모두 참 좋으다늘 꿈꾸고 그리워하는 앤틱쇼룸카페#꿈 리나를 아는 사람들은 브런치카페가 더 잘 어울리는 사람이 왜 그리힘든 식당을 하냐고 한다???? 카페는 해봤고 지금은 젊으니까요??조금더 나이가 들고 더 아름다운 향기를 가진 성숙된 모습을 갖추게되는 그날에 리나의 소장품들을 디피하고 린넨 원피스를 입고 예쁘게 꾸미고 손님을 기다릴 수 있는 그런 아름다울 그때를 꿈꿔봅니다??..#탐라반상#tamrabansang#제주여행#jejucafe#jejuisland#새해복많이받으세요#추천카페#채식식당#제주식당#제주도여행#제주도",2019-01-01,233,,"['#시루애월', '#2호점', '#소길점@siru.aewol소품', '#꿈', '#탐라반상', '#tamrabansang', '#제주여행', '#jejucafe', '#jejuisland', '#새해복많이받으세요', '#추천카페', '#채식식당', '#제주식당', '#제주도여행', '#제주도']"
"#햇살좋은날.#동백잎 그림자도, 멋진 글귀도 #좋은날.온실도 예쁜 #카멜리아힐.순백의 예쁜 꽃 #크리스마스로즈. #너를알게되어참좋다~..#제주여행 #분홍동백 #제주카멜리아힐 #겨울제주 #여행스타그램 #여행에미치다 #동백꽃 #jeju",2019-01-01,9,,"['#햇살좋은날.', '#동백잎', '#좋은날.온실도', '#카멜리아힐.순백의', '#크리스마스로즈.', '#너를알게되어참좋다~..', '#제주여행', '#분홍동백', '#제주카멜리아힐', '#겨울제주', '#여행스타그램', '#여행에미치다', '#동백꽃', '#jeju']"
2019년 1월 1일 제주에는 구름이 많아 일출은 제대로 못봤지만 함께 올라가서 좋았습니다 :).#어퍼컷,2019-01-01,66,Jeju Island,['#어퍼컷']
동백꽃 ??..#새해복많이받으세요 #2019 #위미동백군락지 #제주 #제주도 #제주여행 #제주도여행 #jeju #가족가족여행 #부부 #부부스타그램부부샷 #투샷#모녀 #모녀샷 #여행 #럽스타그램 #동백꽃 #어린이집 #방학#육아 #육아그램 #육아스타그램 #육아기록 #육아소통 #딸맘#딸스타그램 #딸바보 #도치맘 #육아맘 #육아맘일상,2019-01-01,52,,"['#새해복많이받으세요', '#2019', '#위미동백군락지', '#제주', '#제주도', '#제주여행', '#제주도여행', '#jeju', '#가족가족여행', '#부부', '#부부스타그램부부샷', '#투샷', '#모녀', '#모녀샷', '#여행', '#럽스타그램', '#동백꽃', '#어린이집', '#방학', '#육아', '#육아그램', '#육아스타그램', '#육아기록', '#육아소통', '#딸맘', '#딸스타그램', '#딸바보', '#도치맘', '#육아맘', '#육아맘일상']"
ㆍ성이시돌목장 나오게끔잘 찍었습니다????#제주#제주여행#겨울제주#가족여행#한림#성이시돌목장#테쉬폰#우유부단,2019-01-01,16,성이시돌목장,"['#제주', '#제주여행', '#겨울제주', '#가족여행', '#한림', '#성이시돌목장', '#테쉬폰', '#우유부단']"
".2019년 새해 첫날에도 어김없이 현장출동입니다. 아직 정리되지 않은 드렌도트의 조식공간을 청소하고 식물들을 보살피고... 오늘 할일도 무사히 끝냈어요??콘크리트 건물을 지으면서 그 멋스러움에 반해 어느 한 공간은 러프함 그대로, 그 매력을 감추지 않고 싶었어요. 건축물도 사람도 꾸미지 않은 순수한 모습에 자꾸 끌리네요??즐거운 노동이 이어지는 2019년-새해 모두 행복하세요??...SHARE TOGETHER WITH DRAINDOT∵ Around us 드렌도트#드렌도트#draindot#제주#jeju#제주건축#제주여행#우정여행#커플여행#2인실#제주감성#제주감성숙소#애월#애월숙소#노출콘크리트#노출인테리어#반려식물#반려동물",2019-01-01,21,,"['#드렌도트', '#draindot', '#제주', '#jeju', '#제주건축', '#제주여행', '#우정여행', '#커플여행', '#2인실', '#제주감성', '#제주감성숙소', '#애월', '#애월숙소', '#노출콘크리트', '#노출인테리어', '#반려식물', '#반려동물']"
칙칙폭폭????,2019-01-01,14,에코랜드테마파크,[]
뀰 ???,2019-01-01,43,,[]
#39.제주도에서 마지막 식사만지식당두툼한 고기가 부드럽기까지하다정말 맛있게먹었음#제주#제주도#제주시#제주여행#혼자#혼자여행#애월맛집 #만지식당#돈까스#먹스타그램#맛스타그램#맛집#jmt#아이폰xs#vscocam,2019-01-01,36,,"['#39.제주도에서', '#제주', '#제주도', '#제주시', '#제주여행', '#혼자', '#혼자여행', '#애월맛집', '#만지식당', '#돈까스', '#먹스타그램', '#맛스타그램', '#맛집', '#jmt', '#아이폰xs', '#vscocam']"
"2018.01.01 #기록 #새해도전 #새로운시작..안녕하세요#사서고생 전문 양다예입니다...??#새해복많이받으세요.12시간산행 체감온도영하20도 동상직전발 설인경험 극한의추위 최악의컨디션인간체증말이 필요 없던 #겨울야간산행 그럼에도불구하고 #백록담 #도전 #극한경험 새벽1시시작, 낮1시종료 #자신과의싸움#함께했음에 #가능했던도전 해돋이는못봤어도 #아름다운 #설경 #과정 #소중함 #2019작은성취 #힘든만큼값진경험#감사합니다2018#잘부탁드립니다 #2019",2019-01-01,55,해발1950m 한라산 백록담,"['#기록', '#새해도전', '#새로운시작..안녕하세요', '#사서고생', '#새해복많이받으세요.12시간산행', '#겨울야간산행', '#백록담', '#도전', '#극한경험', '#자신과의싸움', '#함께했음에', '#가능했던도전', '#아름다운', '#설경', '#과정', '#소중함', '#2019작은성취', '#힘든만큼값진경험', '#감사합니다2018', '#잘부탁드립니다', '#2019']"
.취저공간 ??,2019-01-01,22,원더먼트제주,[]
#신라호텔 #1월1일#2019년#새해#제주여행#더신라제주#감동적인#낭만적인,2019-01-01,19,The Shilla Jeju,"['#신라호텔', '#1월1일', '#2019년', '#새해', '#제주여행', '#더신라제주', '#감동적인', '#낭만적인']"
"요즘 제주게하중 가장 뜨겁게 핫하고 매일 만실인곳,재방문 손님들이 엄청많고 방문했던 손님들이 입소문으로 대박나는 게스트하우스!여자손님들이 더 많고 요즘은 보통 2~3연박을 하시는 여자손님이 많은곳!그만큼 시설이 좋고 깨끗하게 운영하며 파티를 운영하고 있지만 파티시간 이외에는 엄격한 관리로 여자손님 한분이 오셔도 안전하게 운영하는곳.낮,밤 어디서 찍어도 포토존인 어린왕자게스트하우스!어린왕자 2호점인 난드르 보라카이 또한 최고의 시설 장담합니다. 정말 여기가 제주도인지 보라카이인지 모를정도로의 멋진 오션뷰와 매일 밤 맛있는 바베큐 파티가 열린답니다 ~ 바다보며 즐기는 바베큐 파티는 너무 신나고 즐거움을 선사하죠.다른게스트하우스들이 절대 따라올수없는 게스트하우스이며 앞으로 30~40년 더 숙박업에 투자해서 발전할 게스트하우스 어린왕자1호점 2호점 난드르 보라카이 많이 찾아주세여!어린왕자 게스트하우스는!!!!3년을 준비해서 만들어진 게스트하우스입니다. 건물 하나 임대받아 이층침대 대충 집어넣고 장사하는 게스트하우스랑 저희 비교하시면 엄청 기분이 상해요!-문고리하나,콘센트 위치 하나하나 까지도 몇일을 잠못자며 고민하고 결정했어요.-직영공사 1년하면서 모든건축 재료는 가장좋은 재료 사용했습니다! 그만큼 자부합니다 -3년동안, 아니 지금도 아침에 눈뜨고 저녁에 자는 그시간까지 게스트하우스 생각만하는 어느 게스트하우스 사장보다 열정이 넘치고  자부심이 많아요! .제주도 오시면 놀러오세요!  숙박업에 기본은 편안한 잠자리라고 생각해서 침대 매트리스,침구류 다른곳보다 4~5배 좋은걸로 했습니다!(누워보시면 다들 느끼십니다.왜 비싼돈주고 선택하였는지.)수건도 호텔에 납품하는 수건보다 더 좋은거 선택했습니다! . ●매일 만실이라 예약못하신 분들도 있어요!미리미리 예약해주세요!?? #동물농장게스트하우스#제주게스트하우스#감성숙소#제주도게스트하우스#제주게스트하우스파티#제주도게스트하우스파티#어린왕자감귤밭#산방산게스트하우스#모슬포게스트하우스#중문게스트하우스#제주게하추천#오설록#곽지게스트하우스#성산게스트하우스#신축게스트하우스#서귀포게스트하우스#서귀포게스트하우스파티#커플게스트하우스#밥깡패#제주게스트하우스#파티게스트하우스#2인실게스트하우스#월정리게스트하우스#어린왕자게스트하우스#협재게스트하우스#커플게스트하우스#커플게스트하우스파티#제주여행#제주게하추천",2019-01-01,6,제주어린왕자게스트하우스,"['#동물농장게스트하우스', '#제주게스트하우스', '#감성숙소', '#제주도게스트하우스', '#제주게스트하우스파티', '#제주도게스트하우스파티', '#어린왕자감귤밭', '#산방산게스트하우스', '#모슬포게스트하우스', '#중문게스트하우스', '#제주게하추천', '#오설록', '#곽지게스트하우스', '#성산게스트하우스', '#신축게스트하우스', '#서귀포게스트하우스', '#서귀포게스트하우스파티', '#커플게스트하우스', '#밥깡패', '#제주게스트하우스', '#파티게스트하우스', '#2인실게스트하우스', '#월정리게스트하우스', '#어린왕자게스트하우스', '#협재게스트하우스', '#커플게스트하우스', '#커플게스트하우스파티', '#제주여행', '#제주게하추천']"
#대구#일상#제주여행#제주카페#월정리#머문#중문#2472#제주맛집#효섬마을초가집??#고집돌우럭중문점??#제주육팔청춘#흑돼지,2019-01-01,35,Jeju,"['#대구', '#일상', '#제주여행', '#제주카페', '#월정리', '#머문', '#중문', '#2472', '#제주맛집', '#효섬마을초가집??', '#고집돌우럭중문점??', '#제주육팔청춘', '#흑돼지']"
육즙이 예술이네 #몬스터버거 #JMT #몬스터살롱 #제주맛집 #제주여행 #애월맛집 #한림맛집 #협재맛집,2019-01-01,42,,"['#몬스터버거', '#JMT', '#몬스터살롱', '#제주맛집', '#제주여행', '#애월맛집', '#한림맛집', '#협재맛집']"
"??너에게도 좋은 여행이었길??제주 여행 내내 찬바람 쐬고, 매일매일 긴 산책과 비행에 피곤했는지집에와선 종일 꿈쩍도 않아고 잠만 자네요??...#세화해변 #맹고 #맹고_제주",2019-01-01,50,세화해수욕장,"['#세화해변', '#맹고', '#맹고_제주']"
소원을 들어주는 구실잣밤나무??살다살다 나무에 소원은 첨이라 나무를 안고 소원을 빌라는데..??1. 세상 참~하게 안아도 보고2. 귓속말도 해보고 3. 격하게 안아도 보아따! 이렇게 하는거 아니어라?ㅋㅋㅋㅋ..#작가님 #왜웃으세요 #나무소원 #초짜녀 #졸귀랭 #?? #주말여행 #겨울여행 #제주여행 #제주핫플레이스 #가볼만한곳 #데이트코스 #커플성지 #카멜리아힐 #동백꽃 #꽃스타그램 #인생샷 #인화각 #소확행 #핫스팟 #포토존 #제주동백 #패딩소녀 #아 #숙녀 #?? #아아 #아ㅈ,2019-01-01,25,,"['#작가님', '#왜웃으세요', '#나무소원', '#초짜녀', '#졸귀랭', '#??', '#주말여행', '#겨울여행', '#제주여행', '#제주핫플레이스', '#가볼만한곳', '#데이트코스', '#커플성지', '#카멜리아힐', '#동백꽃', '#꽃스타그램', '#인생샷', '#인화각', '#소확행', '#핫스팟', '#포토존', '#제주동백', '#패딩소녀', '#아', '#숙녀', '#??', '#아아', '#아ㅈ']"
"4박 5일의 제주여행.작년까지만 해도 아이가 어려서 다니기 쉬운 관광지 위주의 볼거리를 주로 찾아다녔지만 이번여행은 제주의 자연속으로 들어가보자며 1일 1오름을 목표로 해서 여행을 시작했다.첫날에는 비행기 도착시간 및 우리의 컨디션을 위해 제주시 근교만 다녀왔다. ㅡ[아라리오 뮤지엄]은 독특한 현대미술작품이 전시되어 있었는데 아이가 관람하기엔 난해한 작품들과 조금 침울한 기운이 감돌아 우리가족과는 잘 맞지않았다.ㅡ다운된 아이 기분을 업시키기 위해 급 선택된 [브릭캠퍼스]는 레고를 좋아하는 아이가 너무나 즐겁게 놀수있는 공간이었다. 작품전시도 좋았지만 무엇보다 레고자동차를 만들어 직접 시연해보는곳에서 땀 뻘뻘흘려가며 즐거워했으므로 우리도 만족한 곳이다.ㅡ사진엔 없지만 세번째로 간곳은 [선흘리 동백동산]인데 여긴 동백이 없었고 해가 질 시간이라 선흘곶자왈에 들어가긴 위험할듯하여 잠시만 둘러보고 나왔다둘째날에는..눈폭탄이 쏟아지던 날이다.ㅡ서귀포의 [위미 동백군락지]에서는 아침부터 눈발이 날렸지만 붉은 동백꽃아래 예쁜사진도 찍고 떨어진 꽃잎밟으며 신나게 뛰어놀던 아들덕분에 아빠엄마 커플사진도 찍었다.ㅡ아이를 위한 코스로 정했던 [아연네 감귤체험]은 기대이상으로 즐거운 시간이었다. 이천원이라는 가격도 좋지만 자유롭게 직접 귤을 따보고 때마침 쏟아진 눈속에서 눈사람도 만들며 시간가는줄 모르게 놀았다.ㅡ1일1오름으로 오늘 가기로했던 물영아리 오름은 폭설로인한 도로통제때문에 갈수없었고 숙소로 돌아오는길에 우연히 스친 [산굼부리]로 대신했는데 이것 또한 신의한수라는 사실! 온통 흰눈밭인 산굼부리에서 아들은 누워 뒹굴고 눈싸움하며 너무 즐거운 시간을 보낼수있었다.셋째날 역시 눈보라가 힘차게 날리던 날이었다.ㅡ아무도 없는 [화순 곶자왈 생태탐방로]를 우리셋이서 걸었다. 거의 손대지않은 자연곶자왈을 택해서 눈맞으며 들어간 숲속은 초록 고사리들이 가득하고 새소리만 들려오는 아름다운 곳이었고 조금만 걷자고 하다가 결국 전망대까지 가서 산방산까지 보고 돌아오는길에 자연방목중인 소떼를 만나 긴장하고 소똥폭탄밭을 지나 돌아왔다.ㅡ점심식사후 [산방산주변 해안도로]를 드라이브하며 이동.ㅡ오늘의 오름은 [새별오름].아이가 오르기 좋은곳이라 해서 갔는데 아마 우린 눈을 몰고다니는 운명인지 엄청난 눈보라와 비탈진 경사로덕분에 모두 포기하고 내려가던 곳을 두손두발 다 사용해 눈보라랑 싸우며 기어올라갔다. 정상에 도착하자마자 거짓말처럼 사라진 눈구름대신 저 멀리 제주바다까지 보이는 행운을 얻고 반대편 길로 내려왔는데..이 길은 아주 완만했다는 사실..ㅡㅡ넷째날은 숙소근처에서 아이를 위한 코스로 시작해서 제주 서쪽으로 고고.ㅡ[넥슨 컴퓨터 박물관]은 남자아이들을 위한 최적의 장소였다.엄마는 지겹고 눈아프고 힘들었지만 아들과 아빠는 코딩에 게임에 컴퓨터관련 볼거리가 가득했고 지하에는 무료오락실도 있다는 사실.ㅡ 어제 그냥 스쳐지나온 [나홀로나무]를 보러 다시 갔는데 왕따나무라는 이름보다는 새별오름과 이달오름덕분에 더 멋지고 든든해보이는 곳이었다. 허나..이곳은 제주여행중 가장 매서운 바람이 부는 허허벌판이라서 가장 추운곳이라 후닥닥 왔기때문에 사진은 패스.ㅡ오늘의 오름은 [수월봉과 지질트레킹].수월봉에서 바라보는 차귀도와 서쪽 바다 뷰는 정말 넓고 푸르렀고 엄청난 바닷바람덕분에 아들은 휘청거리면서도 폴짝뛰고, 수월봉 입구에 있는 지질단층과 해변이 너무 아름다웠다.ㅡ마지막은 풍차로 유명한 해안도로인 [신창리 풍차해변]에서 산책하며 제주 돌담 배경삼아 사진도 찍고 해질무렵렵 바닷가 해안도로 따라 협재ㅡ금능ㅡ애월을 지나 숙소로.. 새로운 시도였고 날씨 덕분에 힘들었지만여태껏 왔던 여러번의 제주중에서 단연 최고였다.우리가 만든 이 코스로 여행 다녀오길 강력 추천합니다 ^^ #일곱살아들엄마#제주여행#제주여행코스 #제주3박4일 #일곱살아들엄마표일정#겨울제주#아라리오뮤지엄#브릭캠퍼스 #선흘리동백동산 #위미동백군락지 #아연네감귤체험 #산굼부리 #화순곶자왈 #새별오름 #나홀로나무 #넥슨컴퓨터박물관 #수월봉 #수월봉지질트레일#아이와함께하는제주여행#제주가족여행코스",2019-01-01,20,,"['#일곱살아들엄마', '#제주여행', '#제주여행코스', '#제주3박4일', '#일곱살아들엄마표일정', '#겨울제주', '#아라리오뮤지엄', '#브릭캠퍼스', '#선흘리동백동산', '#위미동백군락지', '#아연네감귤체험', '#산굼부리', '#화순곶자왈', '#새별오름', '#나홀로나무', '#넥슨컴퓨터박물관', '#수월봉', '#수월봉지질트레일', '#아이와함께하는제주여행', '#제주가족여행코스']"
오우 #JMT 육즙좋고 불맛당기네#몬스터살롱 #제주맛집 #애월맛집 #곽지맛집 #제주공항근처맛집 #제주여행,2019-01-01,39,,"['#JMT', '#몬스터살롱', '#제주맛집', '#애월맛집', '#곽지맛집', '#제주공항근처맛집', '#제주여행']"
동물천국 #할로비치 우린 먹고 애들은 놀고~~일석이조#제주도카페#서귀포카페#제주맛집#제주여행#제주도카페투어#한경면맛집#협재맛집#중문맛집#오설록맛집#제주도카페투어#제주도카페추천#한림카페#제주가볼만한곳#제주핫플#새별오름#할로비치짱짱#제주카페#한림맛집,2019-01-01,404,할로비치,"['#할로비치', '#제주도카페', '#서귀포카페', '#제주맛집', '#제주여행', '#제주도카페투어', '#한경면맛집', '#협재맛집', '#중문맛집', '#오설록맛집', '#제주도카페투어', '#제주도카페추천', '#한림카페', '#제주가볼만한곳', '#제주핫플', '#새별오름', '#할로비치짱짱', '#제주카페', '#한림맛집']"
버거성애자 간만에 #JMT#몬스터살롱 #애월맛집 #제주맛집 #제주여행 #jeju #협재맛집 #곽지맛집 #제주공항맛집,2019-01-01,43,,"['#JMT', '#몬스터살롱', '#애월맛집', '#제주맛집', '#제주여행', '#jeju', '#협재맛집', '#곽지맛집', '#제주공항맛집']"
제주 인생밥집은 그날 준비한 신선한 야채와 싱싱한 해산물로 건강하게 조리합니다.오전11시 열구요. 브레이크 타임 없이6시에 마감이나 준비한 재료가 소진되면 조기마감 합니다.즐거운 제주여행에 눈과 입을 즐겁게 해줄 맛있는 식사하러 오세요.^^사는게니나노 ~ ♬인생밥집문의는 010-6501-5073주소는 제주시 한림읍 문교길6?????????????#한림맛집#협재맛집#제주맛집#전복물회#전복볶음밥#제주전복물회맛집#제주밥집#제주맛집추천#제주밥집추천#제주여행,2019-01-01,8,,"['#한림맛집', '#협재맛집', '#제주맛집', '#전복물회', '#전복볶음밥', '#제주전복물회맛집', '#제주밥집', '#제주맛집추천', '#제주밥집추천', '#제주여행']"
제주의 흔한 빛내림,2019-01-01,42,Jeju-do,[]
제주셋째날느지막히 체크아웃후 점심먹고 호텔즐기기#롯데호텔제주 어린이들 놀기 짱 좋음??호텔 산책하고 호텔내에 챔피언 그리고 락볼링장 겨우 꼬셔서 비행기타러?? #제주여행 #겨울여행 마무리??,2019-01-01,15,LOTTE Hotel Jeju 롯데호텔제주,"['#롯데호텔제주', '#제주여행', '#겨울여행']"
닝겐 반 동백 반??@g_haeji ...#여행 #제주 #제주도 #제주여행 #제주도여행 #우정여행 #위미 #위미리 #위미리동백군락지 #위미동백군락지 #동백군락지 #동백 #동백포레스트 #동백꽃 #일상 #데일리 #오오티디 #데일리룩 #셀카 #셀피 #셀스타그램 #얼스타그램 #친스타그램 #맞팔 #선팔 #인친 #소통 #좋아요 #댓글,2019-01-01,48,위미동백나무군락지,"['#여행', '#제주', '#제주도', '#제주여행', '#제주도여행', '#우정여행', '#위미', '#위미리', '#위미리동백군락지', '#위미동백군락지', '#동백군락지', '#동백', '#동백포레스트', '#동백꽃', '#일상', '#데일리', '#오오티디', '#데일리룩', '#셀카', '#셀피', '#셀스타그램', '#얼스타그램', '#친스타그램', '#맞팔', '#선팔', '#인친', '#소통', '#좋아요', '#댓글']"
추워죽을 것 같은데 참고 찍은 인생샷??.#제주여행 #제주겨울여행 #겨울여행 #제주도 #더럭분교 #인생샷 #OOTD #dailylook #제주도여행 #우정여행 #김해 #장유 #진주,2019-01-01,72,,"['#제주여행', '#제주겨울여행', '#겨울여행', '#제주도', '#더럭분교', '#인생샷', '#OOTD', '#dailylook', '#제주도여행', '#우정여행', '#김해', '#장유', '#진주']"
날씨때매 우울했던 뚜노기 제주도에서 젤 좋아하는 애월바다 보고 신나뚬?? #뽁이는여행중?? #제주 #제주여행 #제주도 #하이엔드제주 #bbok_in_jeju,2019-01-01,31,Jeju Aewol,"['#뽁이는여행중??', '#제주', '#제주여행', '#제주도', '#하이엔드제주', '#bbok_in_jeju']"
내입맛에는 한우버거가딱! 육즙도많고 숯불에구워 숯불향이좋네#몬스터버거 #제주맛집 #제주여행 #애월맛집,2019-01-01,37,,"['#몬스터버거', '#제주맛집', '#제주여행', '#애월맛집']"
제주여행 스타뚜??#맛집다닫음 #오늘은1월1일,2019-01-01,73,Jeju,"['#맛집다닫음', '#오늘은1월1일']"
